observer,genotype,time_off_food_min,bends,additive,food,date,plate,...9,...10
JB,cest-1.2,5,3,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,11,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,2,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,2,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/16/2021,13,NA,NA
JB,cest-1.2,5,2,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,6,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,7,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,5,NA,OP50,6/16/2021,14,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,5,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,2,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,15,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,7,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,2,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,6,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,3,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,4,NA,OP50,6/25/2021,16,NA,NA
JB,cest-1.2,5,7,NA,OP50,6/25/2021,16,NA,NA
JB,N2,5,3,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,4,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,3,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,6,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,8,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,3,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,4,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,4,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,3,NA,OP50,6/25/2021,17,NA,NA
JB,N2,5,4,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,7,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,4,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,3,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,5,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,6,NA,OP50,6/25/2021,18,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,2,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,2,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,2,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,5,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,5,NA,OP50,7/8/2021,43,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,6,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,1,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,4,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,2,NA,OP50,7/8/2021,44,NA,NA
JB,N2,5,3,NA,OP50,7/8/2021,44,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/8/2021,47,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,48,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/8/2021,48,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,2,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,7,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,5,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,65,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,4,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,3,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,7,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,5,NA,OP50,7/14/2021,66,NA,NA
JB,N2,5,2,NA,OP50,7/14/2021,66,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,7,NA,OP50,7/14/2021,67,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,68,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/14/2021,68,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,7,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,2,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,6,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,77,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,77,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,79,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,1,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/23/2021,80,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,6,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,7,NA,OP50,7/23/2021,81,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,2,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,4,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,5,NA,OP50,7/23/2021,82,NA,NA
JB,cest-1.2,5,3,NA,OP50,7/23/2021,82,NA,NA
JB,N2,5,7,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,6,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,6,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,6,NA,OP50,7/23/2021,83,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,3,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,4,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,5,NA,OP50,7/23/2021,84,NA,NA
JB,N2,5,4,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,4,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,4,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,5,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,4,NA,OP50,8/11/2021,117,NA,NA
JB,N2,5,5,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,5,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,8,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,3,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,4,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,5,NA,OP50,8/11/2021,118,NA,NA
JB,N2,5,2,NA,OP50,8/11/2021,118,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,4,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,4,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,2,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,5,NA,OP50,8/11/2021,119,NA,NA
JB,cest-1.2,5,2,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,1,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,1,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,2,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,2,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,3,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,4,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,2,NA,OP50,8/11/2021,120,NA,NA
JB,cest-1.2,5,5,NA,OP50,8/11/2021,120,NA,NA
JB,N2,5,4,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,4,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,5,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,2,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,5,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,5,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,6,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,141,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,2,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,5,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,8,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,4,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,5,NA,OP50,10/26/2021,142,NA,NA
JB,N2,5,3,NA,OP50,10/26/2021,142,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,4,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,1,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,2,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,4,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,143,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,1,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,2,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,4,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,3,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,2,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,4,NA,OP50,10/26/2021,144,NA,NA
JB,cest-1.2,5,1,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,6,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,171,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,7,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,1,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,6,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/7/2021,172,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/7/2021,172,NA,NA
JB,N2,5,8,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,6,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,4,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,3,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,5,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,9,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,4,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,4,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,2,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,3,NA,OP50,12/7/2021,173,NA,NA
JB,N2,5,2,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,6,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,5,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,7,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,2,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,2,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,2,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,7,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,3,NA,OP50,12/7/2021,174,NA,NA
JB,N2,5,3,NA,OP50,12/7/2021,174,NA,NA
JB,cest-1.2,5,7,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,5,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,5,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,1,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,5,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/14/2021,177,NA,NA
JB,cest-1.2,5,3,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,6,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,2,NA,OP50,12/14/2021,178,NA,NA
JB,cest-1.2,5,4,NA,OP50,12/14/2021,178,NA,NA
JB,N2,5,4,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,6,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,5,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,6,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,2,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,3,NA,OP50,12/14/2021,179,NA,NA
JB,N2,5,3,NA,OP50,12/14/2021,179,NA,NA
